Date,Open,High,Low,Close,Adj Close,Volume
2019-03-25,83.769997,84.660004,83.320000,84.510002,84.510002,1370500
2019-03-26,85.290001,85.629997,84.550003,85.010002,85.010002,1068900
2019-03-27,85.360001,85.830002,84.589996,85.320000,85.320000,1186200
2019-03-28,87.370003,88.459999,86.790001,87.160004,87.160004,1605500
2019-03-29,87.279999,87.699997,86.480003,86.910004,86.910004,1503800
2019-04-01,87.629997,87.680000,86.750000,87.330002,87.330002,1684200
2019-04-02,86.889999,87.480003,86.300003,86.790001,86.790001,1714700
2019-04-03,87.300003,87.500000,86.860001,87.449997,87.449997,1478100
2019-04-04,87.709999,89.589996,87.470001,89.550003,89.550003,1379200
2019-04-05,89.629997,89.949997,88.870003,89.169998,89.169998,1897700
2019-04-08,89.519997,90.290001,88.870003,89.830002,89.830002,2049900
2019-04-09,89.370003,89.870003,88.470001,88.690002,88.690002,1625400
2019-04-10,88.769997,89.449997,88.660004,89.349998,89.349998,1389400
2019-04-11,89.639999,89.930000,88.889999,89.300003,89.300003,1093800
2019-04-12,89.449997,90.769997,89.309998,90.709999,90.709999,1721600
2019-04-15,90.870003,91.389999,90.709999,91.199997,91.199997,1433100
2019-04-16,91.199997,93.599998,91.029999,93.320000,93.320000,5352200
2019-04-17,93.410004,95.690002,93.410004,95.500000,95.500000,5281300
2019-04-18,95.309998,96.199997,94.559998,95.550003,95.550003,2354400
2019-04-22,95.059998,95.919998,94.480003,94.849998,94.849998,1709300
2019-04-23,94.849998,95.040001,93.779999,94.589996,94.589996,1913300
