Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,62.540001,62.549999,60.119999,61.290001,58.035702,26800
2017-01-04,61.669998,61.700001,60.869999,61.509998,58.244015,21100
2017-01-05,61.360001,61.790001,59.200001,60.029999,56.842598,21100
2017-01-06,59.610001,59.959999,59.029999,59.790001,56.615345,14900
2017-01-09,59.389999,59.389999,58.450001,58.529999,55.422245,14100
2017-01-10,58.750000,59.810001,57.630001,58.500000,55.393841,31400
2017-01-11,57.619999,59.119999,57.270000,58.060001,54.977203,24900
2017-01-12,57.099998,57.189999,55.660000,56.099998,53.121265,13700
2017-01-13,56.560001,57.830002,56.560001,57.180000,54.143921,8500
2017-01-17,57.009998,57.009998,54.680000,54.680000,51.776669,19200
2017-01-18,54.520000,55.490002,54.349998,55.360001,52.420559,28400
2017-01-19,54.919998,56.250000,54.130001,54.500000,51.606224,16300
2017-01-20,54.299999,55.349998,53.630001,54.220001,51.341091,21300
2017-01-23,53.619999,54.810001,53.619999,54.169998,51.293747,11200
2017-01-24,54.360001,55.349998,54.360001,55.279999,52.344814,25200
2017-01-25,56.000000,57.000000,55.139999,55.599998,52.647820,15200
2017-01-26,55.880001,55.959999,54.799999,55.099998,52.174362,7400
2017-01-27,55.000000,55.560001,54.509998,54.580002,51.681984,11600
2017-01-30,54.430000,54.430000,49.709999,50.349998,47.676575,44500
2017-01-31,50.509998,51.189999,49.860001,50.860001,48.159496,38700
2017-02-01,51.000000,51.250000,50.599998,50.950001,48.244724,13100
2017-02-02,50.419998,51.680000,50.130001,51.119999,48.405701,31000
2017-02-03,51.000000,53.459999,50.590000,50.820000,48.121620,51300
2017-02-06,51.169998,52.029999,51.000000,51.160000,48.443569,22300
2017-02-07,51.110001,52.169998,50.759998,50.820000,48.121620,26700
2017-02-08,51.000000,51.509998,50.029999,51.000000,48.292057,32700
2017-02-09,51.389999,51.730000,49.389999,49.750000,47.108429,51300
2017-02-10,50.139999,51.990002,49.820000,50.099998,47.439846,46700
2017-02-13,50.500000,51.910000,50.119999,50.430000,47.752331,31600
2017-02-14,50.099998,51.660000,50.099998,51.150002,48.434105,31600
2017-02-15,50.990002,51.790001,50.599998,51.549999,48.812862,22600
2017-02-16,50.970001,51.950001,50.970001,51.459999,48.727646,32800
2017-02-17,51.480000,52.959999,51.480000,52.740002,49.939678,25100
2017-02-21,52.400002,53.590000,50.110001,50.799999,48.102684,71600
2017-02-22,50.759998,53.150002,50.759998,52.939999,50.129051,27600
2017-02-23,52.849998,53.060001,51.880001,52.790001,49.987022,21600
2017-02-24,52.389999,53.110001,51.959999,52.259998,49.485161,55700
2017-02-27,52.490002,53.560001,52.130001,52.310001,49.532505,25500
2017-02-28,52.610001,53.340000,50.139999,50.279999,47.610294,39000
2017-03-01,50.360001,52.340000,50.360001,50.810001,48.112156,59300
2017-03-02,50.900002,51.880001,50.349998,51.740002,48.992779,37100
2017-03-03,51.750000,52.360001,51.049999,51.770000,49.021183,16400
2017-03-06,51.599998,51.610001,50.169998,50.279999,47.610294,30000
2017-03-07,50.430000,50.900002,49.759998,50.540001,47.856487,16800
2017-03-08,50.830002,50.830002,49.669998,49.700001,47.061089,14700
2017-03-09,50.150002,50.150002,48.270000,48.610001,46.028961,19600
2017-03-10,49.000000,49.180000,47.240002,47.910000,45.366127,26700
2017-03-13,48.299999,48.410000,47.700001,48.060001,45.508179,19200
2017-03-14,47.880001,48.139999,47.470001,47.590000,45.063129,20400
2017-03-15,47.250000,48.980000,47.189999,48.470001,46.090092,16100
2017-03-16,48.389999,50.310001,48.389999,49.770000,47.326267,15300
2017-03-17,49.639999,50.169998,48.450001,48.700001,46.308804,32600
2017-03-20,48.450001,49.070000,47.709999,48.580002,46.194695,19800
2017-03-21,48.180000,48.570000,47.080002,47.500000,45.167721,22300
2017-03-22,47.029999,47.200001,45.310001,45.779999,43.532173,29800
2017-03-23,45.840000,48.549999,45.779999,48.040001,45.681206,16400
2017-03-24,48.000000,48.669998,46.349998,47.400002,45.072628,15200
2017-03-27,47.080002,47.500000,46.660000,47.180000,44.863434,12100
2017-03-28,47.009998,47.959999,46.779999,47.720001,45.376923,13100
2017-03-29,48.110001,48.139999,47.020000,47.419998,45.091644,14900
2017-03-30,47.459999,49.400002,47.459999,49.060001,46.651131,33600
2017-03-31,49.669998,50.630001,49.000000,50.400002,47.925331,36800
2017-04-03,50.400002,50.709999,49.830002,50.250000,47.782700,35900
2017-04-04,50.419998,50.419998,49.389999,50.080002,47.621048,27600
2017-04-05,51.779999,52.090000,49.669998,49.849998,47.402332,39100
2017-04-06,49.660000,51.590000,49.400002,51.480000,48.952305,27800
2017-04-07,50.939999,52.400002,50.939999,52.230000,49.665478,18600
2017-04-10,52.529999,53.119999,51.150002,51.610001,49.075916,17100
2017-04-11,51.810001,52.970001,50.130001,52.720001,50.131420,21500
2017-04-12,52.830002,52.849998,50.540001,51.000000,48.495865,13200
2017-04-13,51.000000,52.290001,50.980000,51.000000,48.495865,15700
2017-04-17,52.040001,52.520000,51.820000,52.490002,49.912712,12600
2017-04-18,52.490002,53.369999,52.400002,53.299999,50.682938,17100
2017-04-19,53.299999,53.299999,51.320000,52.680000,50.093376,23400
2017-04-20,52.750000,53.299999,50.830002,52.720001,50.131420,36000
2017-04-21,52.759998,56.560001,50.770000,51.439999,48.914261,40500
2017-04-24,52.430000,52.709999,50.860001,52.490002,49.912712,24000
2017-04-25,52.840000,53.990002,52.840000,53.529999,50.901649,9600
2017-04-26,53.450001,55.700001,53.200001,54.840000,52.147324,30800
2017-04-27,55.299999,55.380001,54.200001,54.310001,51.643349,23300
2017-04-28,53.790001,53.790001,52.830002,53.119999,50.511772,16800
2017-05-01,53.380001,57.480000,53.000000,55.650002,52.917557,26500
2017-05-02,55.959999,56.540001,55.119999,55.939999,53.193310,21100
2017-05-03,55.830002,55.830002,54.430000,54.799999,52.109283,19500
2017-05-04,54.709999,55.580002,54.599998,55.220001,52.508663,11600
2017-05-05,54.540001,56.389999,54.540001,55.770000,53.031666,21600
2017-05-08,55.889999,55.990002,54.090000,55.220001,52.508663,25300
2017-05-09,56.349998,56.349998,53.889999,54.599998,51.919106,37500
2017-05-10,54.599998,55.130001,53.049999,54.360001,51.690887,31100
2017-05-11,53.099998,54.380001,53.099998,53.790001,51.148880,16300
2017-05-12,54.430000,54.430000,52.360001,52.459999,49.884186,25700
2017-05-15,52.540001,53.180000,51.330002,51.970001,49.418243,31900
2017-05-16,51.849998,53.150002,50.720001,50.849998,48.353233,18000
2017-05-17,50.599998,51.490002,49.730000,50.580002,48.096497,29600
2017-05-18,49.750000,50.250000,49.049999,49.410000,46.983940,24500
2017-05-19,49.340000,50.599998,48.720001,49.840000,47.392822,37700
2017-05-22,50.410000,50.410000,48.549999,49.490002,47.060009,35400
2017-05-23,49.799999,50.480000,49.500000,50.060001,47.602028,14300
2017-05-24,48.439999,49.980000,48.439999,49.509998,47.079025,43600
2017-05-25,49.619999,50.410000,49.340000,49.990002,47.535465,49900
2017-05-26,50.360001,50.790001,49.810001,50.779999,48.286678,16100
2017-05-30,50.529999,51.000000,50.099998,50.669998,48.182072,18100
2017-05-31,50.580002,50.830002,50.259998,50.650002,48.163059,14100
2017-06-01,51.439999,52.250000,51.119999,51.959999,49.408730,24000
2017-06-02,52.000000,54.919998,51.820000,52.180000,49.617935,30900
2017-06-05,52.070000,52.820000,51.020000,52.080002,49.522842,50300
2017-06-06,52.119999,52.230000,50.509998,50.720001,48.229618,35000
2017-06-07,51.130001,51.939999,50.049999,51.770000,49.228065,48700
2017-06-08,51.849998,54.950001,51.849998,54.549999,51.871567,29800
2017-06-09,54.950001,56.419998,53.009998,54.730000,52.042725,63000
2017-06-12,54.490002,56.180000,53.110001,53.919998,51.272495,47400
2017-06-13,54.150002,54.980000,52.349998,53.820000,51.177402,47600
2017-06-14,53.689999,55.250000,52.549999,53.480000,51.043785,17800
2017-06-15,52.599998,53.169998,52.040001,52.720001,50.318409,30600
2017-06-16,52.020000,55.490002,51.360001,52.849998,50.442486,26100
2017-06-19,52.560001,54.360001,52.150002,52.700001,50.299320,16700
2017-06-20,51.970001,52.849998,51.480000,52.029999,49.659840,22600
2017-06-21,52.360001,53.689999,51.860001,53.230000,50.805176,37200
2017-06-22,53.220001,54.410000,51.980000,53.240002,50.814720,21100
2017-06-23,53.230000,54.139999,52.430000,53.299999,50.871983,133600
2017-06-26,53.130001,53.820000,52.480000,52.889999,50.480659,21000
2017-06-27,52.900002,53.529999,52.549999,53.500000,51.062870,33500
2017-06-28,53.480000,54.990002,53.330002,54.209999,51.740532,27000
2017-06-29,54.610001,54.860001,53.400002,54.490002,52.007782,27900
2017-06-30,54.830002,54.830002,53.389999,54.110001,51.645088,18500
2017-07-03,54.119999,55.860001,53.330002,55.599998,53.067211,17700
2017-07-05,55.410000,55.439999,53.939999,54.849998,52.351376,16800
2017-07-06,54.840000,55.340000,54.380001,54.759998,52.265476,26200
2017-07-07,55.119999,55.790001,54.240002,55.160000,52.647255,15700
2017-07-10,55.020000,55.880001,54.509998,55.070000,52.561356,16500
2017-07-11,54.220001,56.660000,54.110001,55.580002,53.048122,37600
2017-07-12,56.299999,56.490002,55.369999,56.230000,53.668510,21000
2017-07-13,56.209999,56.230000,55.369999,56.209999,53.649422,16500
2017-07-14,56.110001,56.500000,55.400002,55.919998,53.372631,15700
2017-07-17,55.910000,56.820000,55.279999,56.189999,53.630333,23000
2017-07-18,56.049999,56.889999,55.459999,56.150002,53.592159,17900
2017-07-19,56.070000,57.400002,55.480000,57.110001,54.508430,22800
2017-07-20,57.099998,57.099998,56.400002,56.959999,54.365257,10400
2017-07-21,57.110001,57.790001,56.380001,56.380001,53.811680,19300
2017-07-24,56.400002,56.950001,55.080002,55.730000,53.191284,32000
2017-07-25,55.900002,57.680000,55.299999,57.049999,54.451157,15700
2017-07-26,56.860001,57.299999,56.400002,56.740002,54.155285,11200
2017-07-27,57.270000,57.279999,56.040001,56.520000,53.945301,19600
2017-07-28,56.349998,56.970001,55.340000,55.619999,53.086300,20300
2017-07-31,56.150002,56.639999,55.410000,55.980000,53.429901,28500
2017-08-01,56.430000,56.970001,55.150002,56.820000,54.231636,17300
2017-08-02,56.470001,56.980000,54.980000,55.820000,53.277187,9900
2017-08-03,55.650002,56.709999,55.099998,55.470001,52.943134,19000
2017-08-04,55.970001,56.270000,55.080002,55.160000,52.647255,17700
2017-08-07,55.099998,55.500000,54.009998,54.470001,51.988689,20900
2017-08-08,54.230000,56.090000,54.230000,55.540001,53.009949,34200
2017-08-09,54.959999,55.730000,54.400002,55.340000,52.819061,20100
2017-08-10,54.799999,54.849998,53.959999,54.070000,51.606911,17200
2017-08-11,54.480000,55.000000,53.700001,54.480000,51.998234,53000
2017-08-14,55.029999,55.029999,52.869999,53.369999,50.938797,27400
2017-08-15,53.689999,54.520000,52.459999,54.130001,51.664181,35300
2017-08-16,54.020000,54.020000,48.130001,48.150002,45.956589,95500
2017-08-17,47.599998,48.419998,44.360001,45.049999,42.997799,46200
2017-08-18,44.500000,46.000000,43.250000,44.410000,42.386963,57700
2017-08-21,43.930000,47.310001,43.930000,45.599998,43.522747,45900
2017-08-22,46.119999,47.529999,46.119999,46.900002,44.763535,29500
2017-08-23,46.830002,46.830002,44.900002,45.330002,43.265045,30400
2017-08-24,45.500000,45.599998,44.000000,44.060001,42.052906,37600
2017-08-25,43.610001,45.619999,43.610001,44.750000,42.711475,29600
2017-08-28,44.759998,45.980000,44.490002,45.599998,43.522747,28200
2017-08-29,45.410000,45.720001,45.230000,45.369999,43.303226,27500
2017-08-30,45.380001,46.340000,45.380001,45.520000,43.446392,15600
2017-08-31,45.619999,46.730000,45.250000,45.500000,43.427303,34100
2017-09-01,45.580002,45.799999,45.240002,45.450001,43.379585,16800
2017-09-05,45.490002,46.049999,44.529999,45.009998,42.959625,17300
2017-09-06,45.000000,45.720001,44.599998,45.009998,42.959625,39100
2017-09-07,45.000000,45.529999,44.639999,45.209999,43.150509,31200
2017-09-08,45.220001,46.410000,45.220001,46.020000,43.923618,29900
2017-09-11,46.189999,47.660000,46.040001,46.759998,44.629906,57100
2017-09-12,46.750000,47.570000,46.369999,46.840000,44.706261,40600
2017-09-13,46.830002,48.180000,46.099998,47.810001,45.632076,72900
2017-09-14,47.889999,48.250000,45.639999,46.060001,43.961796,45400
2017-09-15,46.230000,47.919998,45.520000,47.150002,45.002144,81400
2017-09-18,47.750000,47.790001,47.040001,47.209999,45.059406,24800
2017-09-19,47.080002,47.080002,46.209999,46.270000,44.162231,36100
2017-09-20,46.150002,47.959999,46.150002,47.240002,45.088047,34000
2017-09-21,47.230000,47.230000,45.810001,46.119999,44.225018,27400
